"","name","layout","cmc","power","toughness","release_year","color_identity","text","text_num"
"1420","Chisei, Heart of Oceans","normal",4,4,4,2005,"['U']","Flying
At the beginning of your upkeep, sacrifice Chisei, Heart of Oceans unless you remove a counter from a permanent you control.",131
"1421","Floodbringer","normal",2,1,2,2005,"['U']","Flying
{2}, Return a land you control to its owner's hand: Tap target land.",75
"1422","Higure, the Still Wind","normal",5,3,4,2005,"['U']","Ninjutsu {2}{U}{U} ({2}{U}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Higure, the Still Wind deals combat damage to a player, you may search your library for a Ninja card, reveal it, put it into your hand, then shuffle.
{2}: Target Ninja creature can't be blocked this turn.",367
"1423","Jetting Glasskite","normal",6,4,4,2005,"['U']","Flying
Whenever Jetting Glasskite becomes the target of a spell or ability for the first time each turn, counter that spell or ability.",135
"1424","Kaijin of the Vanishing Touch","normal",2,0,3,2005,"['U']","Defender (This creature can't attack.)
Whenever Kaijin of the Vanishing Touch blocks a creature, return that creature to its owner's hand at end of combat. (Return it only if it's on the battlefield.)",200
"1425","Kira, Great Glass-Spinner","normal",3,2,2,2005,"['U']","Flying
Creatures you control have ""Whenever this creature becomes the target of a spell or ability for the first time each turn, counter that spell or ability.""",160
"1426","Minamo Sightbender","normal",2,1,2,2005,"['U']","{X}, {T}: Target creature with power X or less can't be blocked this turn.",74
"1427","Mistblade Shinobi","normal",3,1,1,2005,"['U']","Ninjutsu {U} ({U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Mistblade Shinobi deals combat damage to a player, you may return target creature that player controls to its owner's hand.",274
"1428","Ninja of the Deep Hours","normal",4,2,2,2005,"['U']","Ninjutsu {1}{U} ({1}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Ninja of the Deep Hours deals combat damage to a player, you may draw a card.",234
"1429","Patron of the Moon","normal",7,5,4,2005,"['U']","Moonfolk offering (You may cast this card any time you could cast an instant by sacrificing a Moonfolk and paying the difference in mana costs between this and the sacrificed Moonfolk. Mana cost includes color.)
Flying
{1}: Put up to two land cards from your hand onto the battlefield tapped.",292
"1430","Quillmane Baku","normal",5,3,3,2005,"['U']","Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Quillmane Baku.
{1}, {T}, Remove X ki counters from Quillmane Baku: Return target creature with mana value X or less to its owner's hand.",209
"1431","Shimmering Glasskite","normal",4,2,3,2005,"['U']","Flying
Whenever Shimmering Glasskite becomes the target of a spell or ability for the first time each turn, counter that spell or ability.",138
"1432","Soratami Mindsweeper","normal",4,1,4,2005,"['U']","Flying
{2}, Return a land you control to its owner's hand: Target player mills two cards.",89
"1433","Teardrop Kami","normal",1,1,1,2005,"['U']","Sacrifice Teardrop Kami: You may tap or untap target creature.",62
"1434","Tomorrow, Azami's Familiar","normal",6,1,5,2005,"['U']","If you would draw a card, look at the top three cards of your library instead. Put one of those cards into your hand and the rest on the bottom of your library in any order.",173
"1435","Walker of Secret Ways","normal",3,1,2,2005,"['U']","Ninjutsu {1}{U} ({1}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Walker of Secret Ways deals combat damage to a player, look at that player's hand.
{1}{U}: Return target Ninja you control to its owner's hand. Activate only during your turn.",332
"1436","Bile Urchin","normal",1,1,1,2005,"['B']","Sacrifice Bile Urchin: Target player loses 1 life.",50
"1437","Crawling Filth","normal",6,2,2,2005,"['B']","Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Soulshift 5 (When this creature dies, you may return target Spirit card with mana value 5 or less from your graveyard to your hand.)",223
"1438","Kyoki, Sanity's Eclipse","normal",6,6,4,2005,"['B']","Whenever you cast a Spirit or Arcane spell, target opponent exiles a card from their hand.",90
"1439","Nezumi Shadow-Watcher","normal",1,1,1,2005,"['B']","Sacrifice Nezumi Shadow-Watcher: Destroy target Ninja.",54
"1440","Ogre Marauder","normal",3,3,1,2005,"['B']","Whenever Ogre Marauder attacks, it gains ""Ogre Marauder can't be blocked"" until end of turn unless defending player sacrifices a creature.",138
"1441","Okiba-Gang Shinobi","normal",5,3,2,2005,"['B']","Ninjutsu {3}{B} ({3}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Okiba-Gang Shinobi deals combat damage to a player, that player discards two cards.",240
"1442","Patron of the Nezumi","normal",7,6,6,2005,"['B']","Rat offering (You may cast this card any time you could cast an instant by sacrificing a Rat and paying the difference in mana costs between this and the sacrificed Rat. Mana cost includes color.)
Whenever a permanent is put into an opponent's graveyard, that player loses 1 life.",280
"1443","Pus Kami","normal",7,3,3,2005,"['B']","{B}, Sacrifice Pus Kami: Destroy target nonblack creature.
Soulshift 6 (When this creature dies, you may return target Spirit card with mana value 6 or less from your graveyard to your hand.)",191
"1444","Scourge of Numai","normal",4,4,4,2005,"['B']","At the beginning of your upkeep, you lose 2 life if you don't control an Ogre.",78
"1445","Shirei, Shizo's Caretaker","normal",5,2,2,2005,"['B']","Whenever a creature with power 1 or less is put into your graveyard from the battlefield, you may return that card to the battlefield at the beginning of the next end step if Shirei, Shizo's Caretaker is still on the battlefield.",229
"1446","Skullmane Baku","normal",5,2,1,2005,"['B']","Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Skullmane Baku.
{1}, {T}, Remove X ki counters from Skullmane Baku: Target creature gets -X/-X until end of turn.",185
"1447","Skullsnatcher","normal",2,2,1,2005,"['B']","Ninjutsu {B} ({B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Skullsnatcher deals combat damage to a player, exile up to two target cards from that player's graveyard.",256
"1448","Takenuma Bleeder","normal",3,3,3,2005,"['B']","Whenever Takenuma Bleeder attacks or blocks, you lose 1 life if you don't control a Demon.",90
"1449","Throat Slitter","normal",5,2,2,2005,"['B']","Ninjutsu {2}{B} ({2}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Throat Slitter deals combat damage to a player, destroy target nonblack creature that player controls.",259
"1450","Toshiro Umezawa","normal",3,2,2,2005,"['B']","Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
Whenever a creature an opponent controls dies, you may cast target instant card from your graveyard. If that spell would be put into a graveyard, exile it instead.",258
"1451","Yukora, the Prisoner","normal",4,5,5,2005,"['B']","When Yukora, the Prisoner leaves the battlefield, sacrifice all non-Ogre creatures you control.",95
"1452","Akki Blizzard-Herder","normal",2,1,1,2005,"['R']","When Akki Blizzard-Herder dies, each player sacrifices a land.",62
"1453","Akki Raider","normal",2,2,1,2005,"['R']","Whenever a land is put into a graveyard from the battlefield, Akki Raider gets +1/+0 until end of turn.",103
"1454","Ashen Monstrosity","normal",7,7,4,2005,"['R']","Haste
Ashen Monstrosity attacks each combat if able.",52
"1455","Blademane Baku","normal",2,1,1,2005,"['R']","Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Blademane Baku.
{1}, Remove X ki counters from Blademane Baku: For each counter removed, Blademane Baku gets +2/+0 until end of turn.",205
"1456","Frost Ogre","normal",5,5,3,2005,"['R']","",0
"1457","Frostling","normal",1,1,1,2005,"['R']","Sacrifice Frostling: It deals 1 damage to target creature.",58
"1458","Fumiko the Lowblood","normal",4,3,2,2005,"['R']","Fumiko the Lowblood has bushido X, where X is the number of attacking creatures. (Whenever this creature blocks or becomes blocked, it gets +X/+X until end of turn.)
Creatures your opponents control attack each combat if able.",226
"1459","Goblin Cohort","normal",1,2,2,2005,"['R']","Goblin Cohort can't attack unless you've cast a creature spell this turn.",73
"1460","Heartless Hidetsugu","normal",5,4,3,2005,"['R']","{T}: Heartless Hidetsugu deals damage to each player equal to half that player's life total, rounded down.",106
"1461","Ishi-Ishi, Akki Crackshot","normal",2,1,1,2005,"['R']","Whenever an opponent casts a Spirit or Arcane spell, Ishi-Ishi, Akki Crackshot deals 2 damage to that player.",109
"1462","Mannichi, the Fevered Dream","normal",3,1,2,2005,"['R']","{1}{R}: Switch each creature's power and toughness until end of turn.",69
"1463","Ogre Recluse","normal",4,5,4,2005,"['R']","Whenever a player casts a spell, tap Ogre Recluse.",50
"1464","Patron of the Akki","normal",6,5,5,2005,"['R']","Goblin offering (You may cast this card any time you could cast an instant by sacrificing a Goblin and paying the difference in mana costs between this and the sacrificed Goblin. Mana cost includes color.)
Whenever Patron of the Akki attacks, creatures you control get +2/+0 until end of turn.",293
"1465","Ronin Cliffrider","normal",5,2,2,2005,"['R']","Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
Whenever Ronin Cliffrider attacks, you may have it deal 1 damage to each creature defending player controls.",203
"1466","Shinka Gatekeeper","normal",3,3,2,2005,"['R']","Whenever Shinka Gatekeeper is dealt damage, it deals that much damage to you.",77
"1467","Body of Jukai","normal",9,8,5,2005,"['G']","Trample
Soulshift 8 (When this creature dies, you may return target Spirit card with mana value 8 or less from your graveyard to your hand.)",140
"1468","Child of Thorns","normal",1,1,1,2005,"['G']","Sacrifice Child of Thorns: Target creature gets +1/+1 until end of turn.",72
"1469","Forked-Branch Garami","normal",5,4,4,2005,"['G']","Soulshift 4, soulshift 4 (When this creature dies, you may return up to two target Spirit cards with mana value 4 or less from your graveyard to your hand.)",156
"1470","Gnarled Mass","normal",3,3,3,2005,"['G']","",0
"1471","Harbinger of Spring","normal",5,2,1,2005,"['G']","Protection from non-Spirit creatures
Soulshift 4 (When this creature dies, you may return target Spirit card with mana value 4 or less from your graveyard to your hand.)",169
"1472","Isao, Enlightened Bushi","normal",3,2,1,2005,"['G']","This spell can't be countered.
Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)
{2}: Regenerate target Samurai.",157
"1473","Iwamori of the Open Fist","normal",4,5,5,2005,"['G']","Trample
When Iwamori of the Open Fist enters the battlefield, each opponent may put a legendary creature card from their hand onto the battlefield.",147
"1474","Lifespinner","normal",4,3,3,2005,"['G']","{T}, Sacrifice three Spirits: Search your library for a legendary Spirit permanent card, put it onto the battlefield, then shuffle.",131
"1475","Loam Dweller","normal",2,2,2,2005,"['G']","Whenever you cast a Spirit or Arcane spell, you may put a land card from your hand onto the battlefield tapped.",111
"1476","Matsu-Tribe Sniper","normal",2,1,1,2005,"['G']","{T}: Matsu-Tribe Sniper deals 1 damage to target creature with flying.
Whenever Matsu-Tribe Sniper deals damage to a creature, tap that creature and it doesn't untap during its controller's next untap step.",206
"1477","Patron of the Orochi","normal",8,7,7,2005,"['G']","Snake offering (You may cast this card any time you could cast an instant by sacrificing a Snake and paying the difference in mana costs between this and the sacrificed Snake. Mana cost includes color.)
{T}: Untap all Forests and all green creatures. Activate only once each turn.",280
"1478","Petalmane Baku","normal",2,1,2,2005,"['G']","Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Petalmane Baku.
{1}, Remove X ki counters from Petalmane Baku: Add X mana of any one color.",163
